FECHA,MONEDA_LOCAL,TASA_DE_CAMBIO,MONEDA_EXTRANJERA,TIPO
05/01/2019,Cordoba,32.8576,Dolar,1
05/02/2019,Cordoba,32.862,Dolar,1
05/03/2019,Cordoba,32.8664,Dolar,1
05/04/2019,Cordoba,32.8708,Dolar,1
05/05/2019,Cordoba,32.8752,Dolar,1
05/06/2019,Cordoba,32.8796,Dolar,1
05/07/2019,Cordoba,32.884,Dolar,1
05/08/2019,Cordoba,32.8884,Dolar,1
05/09/2019,Cordoba,32.8928,Dolar,1
05/10/2019,Cordoba,32.8972,Dolar,1
05/11/2019,Cordoba,32.9016,Dolar,1
05/12/2019,Cordoba,32.906,Dolar,1
05/13/2019,Cordoba,32.9104,Dolar,1
05/14/2019,Cordoba,32.9148,Dolar,1
05/15/2019,Cordoba,32.9192,Dolar,1
05/16/2019,Cordoba,32.9236,Dolar,1
05/17/2019,Cordoba,32.928,Dolar,1
05/18/2019,Cordoba,32.9324,Dolar,1
05/19/2019,Cordoba,32.9368,Dolar,1
05/20/2019,Cordoba,32.9412,Dolar,1
05/21/2019,Cordoba,32.9456,Dolar,1
05/22/2019,Cordoba,32.95,Dolar,1
05/23/2019,Cordoba,32.9544,Dolar,1
05/24/2019,Cordoba,32.9588,Dolar,1
05/25/2019,Cordoba,32.9632,Dolar,1
05/26/2019,Cordoba,32.9676,Dolar,1
05/27/2019,Cordoba,32.972,Dolar,1
05/28/2019,Cordoba,32.9764,Dolar,1
05/29/2019,Cordoba,32.9809,Dolar,1
05/30/2019,Cordoba,32.9853,Dolar,1
05/31/2019,Cordoba,32.9897,Dolar,1
